talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
genetic-and-environmental-determinants-of-cancer::unknown::1,Kamila Axelrod,Harvard Medical School,genetic-and-environmental-determinants-of-cancer,biomarker_stratification_gap,medium,Age‑based mutation frequency could be refined with CrisPRO to stratify patients for early detection,"Speaker said: ""If you don't have that data, then age data is super helpful because genes that are frequency mutated in younger cancer patients are very likely to be causal""",Apply age‑adjusted risk modeling to identify high‑risk clones
genetic-and-environmental-determinants-of-cancer::unknown::2,Alan Balmain,"University of California, San Francisco",genetic-and-environmental-determinants-of-cancer,combination_partner,high,CrisPRO could identify immune‑modulating agents that block neutrophil‑driven promotion of HRAS clones,"Speaker said: ""The TPA gives us this huge clonal expansion and we found the difference between TPA and RPA is in the immune cells, especially neutrophils""",Model immune‑cell‑mutation interaction networks to prioritize anti‑inflammatory combos with RAS inhibitors
genetic-and-environmental-determinants-of-cancer::unknown::2,Alan Balmain,"University of California, San Francisco",genetic-and-environmental-determinants-of-cancer,trial_design_improvement,medium,Use CrisPRO to stratify mouse strains by predicted inflammatory response before enrollment,"Speaker said: ""Different strains of mice respond differently to promotion""",Predict strain‑specific promotion susceptibility via computational modeling of immune‑genetic background
genetic-and-environmental-determinants-of-cancer::unknown::3,Jian Carrot Zhang,Memorial Sloan Kettering Cancer Center,genetic-and-environmental-determinants-of-cancer,failed_asset_salvage,high,CrisPRO can prioritize germline‑driven TP53 pathway alterations for repurposing MDM4 inhibitors in metastatic settings,"Speaker said: ""These variants are enriched in patients with late‑stage disease and lung metastasis""",Integrate germline risk scores with drug‑target networks to identify patients who may benefit from MDM4 antagonists
genetic-and-environmental-determinants-of-cancer::unknown::3,Jian Carrot Zhang,Memorial Sloan Kettering Cancer Center,genetic-and-environmental-determinants-of-cancer,biomarker_stratification_gap,medium,Use CrisPRO to develop ancestry‑specific risk models for driver mutations like EGFR or ERG fusions,"Speaker said: ""We found a risk variant that partially explains the relationship between European ancestry and ERG fusion""",Combine germline variant panels with somatic mutation data to refine ancestry‑adjusted predictive biomarkers
genetic-and-environmental-determinants-of-cancer::unknown::4,Nuria López‑Bigas,"Institute of Research in Biomedicine, Barcelona",genetic-and-environmental-determinants-of-cancer,trial_design_improvement,high,"Use CrisPRO to model how exposure (e.g., smoking) alters selection coefficients of specific clones for better prevention trial stratification","Speaker said: ""Smoking is changing the environment of the bladder… promoting the expansion of clones with TERT promoter mutations""",Integrate exposure‑adjusted selection models to predict high‑risk individuals for targeted surveillance
genetic-and-environmental-determinants-of-cancer::unknown::4,Nuria López‑Bigas,"Institute of Research in Biomedicine, Barcelona",genetic-and-environmental-determinants-of-cancer,combination_partner,medium,Identify agents that suppress neutrophil‑driven promotion (as described by Alan) to reduce expansion of HRAS or TERT mutant clones,Speaker referenced PROMINENT team's focus on immune‑mediated promotion,Predict synergistic effects of anti‑inflammatory drugs with clone‑targeted therapies
genomic-approaches-to-understanding-tumor-evolution::unknown::2,Sebastian Mueller,Technical University of Munich,genomic-approaches-to-understanding-tumor-evolution,trial_design_improvement,high,Leverage the Mouse Cancer Cell Line Atlas to design mouse preclinical trials that better match human KRAS dosage amplification timing across tissues.,"Speaker said: ""We found that KRAS dosage increase occurs early in pancreas but late in lung and intestine, mirroring human data.""",Use CrisPRO to model tissue-specific KRAS amplification trajectories and predict optimal timing for intervention in mouse models.
genomic-approaches-to-understanding-tumor-evolution::unknown::3,Colin Lindsay,University of Manchester,genomic-approaches-to-understanding-tumor-evolution,biomarker_stratification_gap,high,Develop a CrisPRO-based classifier to identify patients with KRAS G12C driven by smoking signature SBS4 for targeted therapy prioritization.,"Speaker said: ""Only G12C, G12V, G13C, and perhaps Q61L seem to be directly caused by smoking, SBS4 in particular.""",Integrate mutational signature probabilities with KRAS subtype to predict smoking-driven KRAS lesions.
genomic-approaches-to-understanding-tumor-evolution::unknown::3,Colin Lindsay,University of Manchester,genomic-approaches-to-understanding-tumor-evolution,resistance_mechanism_addressable,medium,"Use CrisPRO to model non-smoking-driven KRAS subtypes (e.g., G12D, G13D) to uncover alternative resistance mechanisms.",Speaker noted that smoking signatures are not directly implicated in causing G12D and G13D mutations.,Predict downstream pathway dependencies for KRAS subtypes lacking smoking etiology.
genomic-approaches-to-understanding-tumor-evolution::unknown::4,Elizabeth Brunk,University of North Carolina Chapel Hill,genomic-approaches-to-understanding-tumor-evolution,platform_superiority_angle,medium,Apply CrisPRO to model dosage-dependent transcriptional scaling of ecDNA-amplified oncogenes for predictive response to dosage-targeted therapies.,Speaker demonstrated that HER2 protein levels scale with ecDNA copy number and that scaling differs between ecDNA and HSR contexts.,Simulate ecDNA dosage heterogeneity to predict optimal drug dosing strategies.
genomic-approaches-to-understanding-tumor-evolution::unknown::5,Joseph Chen,MSKCC,genomic-approaches-to-understanding-tumor-evolution,resistance_mechanism_addressable,high,Use CrisPRO to model FOX2B-driven neuroendocrine reprogramming and predict combinatorial inhibition strategies to prevent EGFR TKI resistance.,Speaker showed FOX2B overexpression increases neuroendocrine markers and suppresses EGFR signaling.,Simulate transcriptional network rewiring upon FOX2B perturbation to identify synergistic drug combos.
genomic-approaches-to-understanding-tumor-evolution::unknown::6,Nick Godzik,Broad Institute / MIT,genomic-approaches-to-understanding-tumor-evolution,combination_partner,medium,Explore combination of SUV39H1/H2 inhibition with KRAS pathway inhibitors to lock PDAC cells in a treatment-sensitive epithelial state.,"Speaker noted that SUV39 knockouts increase plasticity, suggesting that inhibition may have opposite effect.",Model epigenetic perturbations alongside KRAS inhibition to predict synergistic effects.
genomic-approaches-to-understanding-tumor-evolution::unknown::7,Yue Wu,UCSD / Salk Institute,genomic-approaches-to-understanding-tumor-evolution,indication_expansion,high,Apply CrisPRO to predict how ecDNA-driven methylation rewiring could be targeted in IDH-wildtype GBM.,Speaker demonstrated that EGFR ecDNA variants associate with distinct methylation programs.,Simulate ecDNA structural variants and downstream epigenetic effects to identify druggable pathways.
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::1,Nathaniel Gray,Stanford University,glues-and-heterobifunctionals-as-novel-therapeutics,biomarker_stratification_gap,high,Develop a diagnostic assay for BCL6 expression to select patients who will respond to TSIP glues,"Speaker said: ""we only see activity in models where BCL6 is high""",CrisPRO can integrate transcriptomic and proteomic data to define a BCL6‑high signature for patient enrichment
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::1,Nathaniel Gray,Stanford University,glues-and-heterobifunctionals-as-novel-therapeutics,combination_partner,medium,Combine TSIP glues with agents that up‑regulate BCL6 or enhance BRD4 recruitment to broaden efficacy,Speaker discussed fractional occupancy and the possibility of boosting the ternary complex plateau,CrisPRO can model ternary complex kinetics to predict synergistic partners that increase occupancy
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::2,Brian Liao,Harvard University,glues-and-heterobifunctionals-as-novel-therapeutics,failed_asset_salvage,high,Use CrisPRO to design small‑molecule mimetics of the 2B2C loop insertions that can recapitulate the gain‑of‑function without HDAC competition,"Speaker said: ""the cancer insertion and the small molecule actually exactly mimic one another""",CrisPRO can model protein‑protein interface hotspots and propose chemotypes that occupy the same pocket as the inserted residues
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::2,Brian Liao,Harvard University,glues-and-heterobifunctionals-as-novel-therapeutics,platform_superiority_angle,medium,Leverage deep mutational scanning data to identify other glueable hotspots on E3 ligases beyond KBDBD4,"Speaker described a DMS library covering >5,000 mutations that identified many gain‑of‑function variants",CrisPRO can integrate DMS data to predict which surface patches are amenable to small‑molecule bridging
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::3,Steven Corsello,Stanford University,glues-and-heterobifunctionals-as-novel-therapeutics,biomarker_stratification_gap,high,Develop a CrisPRO‑driven expression signature to identify tumors with high TRIM21 activity and NPC dependency,"Speaker said: ""TRIM21 expression strongly predicted sensitivity""",Integrate transcriptomic and proteomic data to build a predictive model for TRIM21‑glue responsiveness
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::3,Steven Corsello,Stanford University,glues-and-heterobifunctionals-as-novel-therapeutics,combination_partner,medium,Combine TRIM21 glues with agents that sensitize nuclear transport pathways to lower required dose and improve therapeutic index,Speaker discussed activation lethality and correlation with cell‑kill readouts,CrisPRO can simulate combinatorial effects on NPC stability and predict synergistic partners
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::4,Fleur Ferguson,"University of California, San Diego",glues-and-heterobifunctionals-as-novel-therapeutics,platform_superiority_angle,high,Apply CrisPRO to predict cereblon‑compatible glues for other zinc‑finger transcription factors involved in metabolic resistance,Speaker highlighted the C2H2 zinc‑finger motif as analogous to IMiD‑targeted TFs,CrisPRO can model degron‑compatible surfaces across the zinc‑finger family to prioritize new targets
glues-and-heterobifunctionals-as-novel-therapeutics::unknown::4,Fleur Ferguson,"University of California, San Diego",glues-and-heterobifunctionals-as-novel-therapeutics,trial_design_improvement,medium,Incorporate ZBTB11 degradation readouts as pharmacodynamic biomarkers in KRAS‑inhibitor combination trials,Speaker showed that ZBTB11 degradation normalizes oxidative phosphorylation and restores KRAS‑inhibitor sensitivity,CrisPRO can integrate metabolomic signatures to define early PD markers for combination regimens
harnessing-the-power-of-the-immune-system-turning-cold-tumors-hot::gajewski::1,Tom Gajewski,University of Chicago,Harnessing the Power of the Immune System: Turning Cold Tumors Hot,resistance_mechanism_addressable,high,Targeting PKC delta or GPNMB to reprogram suppressive M2-like macrophages into inflammatory M1-like macrophages to sensitize cold tumors to PD-1 blockade.,"we're thinking for the resistant tumors, all roads are leading to these suppressive M2-like macrophages... maybe we can drug this target and shift the myeloid phenotype in vivo",Use computational spine to identify the specific GPNMB receptor or identify synergistic targets that bypass the need for gamma interferon for macrophage repolarization.
harnessing-the-power-of-the-immune-system-turning-cold-tumors-hot::pieper::1,Daniel Pieper,Netherlands Cancer Institute,Harnessing the Power of the Immune System: Turning Cold Tumors Hot,platform_superiority_angle,medium,Developing a method to isolate tumor-reactive T cells via heterotypic cluster purification to improve TIL therapy efficacy.,we try to purify the clusters and use only those tumor-reactive T cells to make a TIL product,Integrate cluster-based TCR sequencing with CrisPRO's biomarker platform to predict which patients will have sufficient cluster populations for this approach.
harnessing-the-power-of-the-immune-system-turning-cold-tumors-hot::pieper::1,Daniel Pieper,Netherlands Cancer Institute,Harnessing the Power of the Immune System: Turning Cold Tumors Hot,resistance_mechanism_addressable,high,Targeting MGT2 or DEP5 to overcome T cell dysfunction and enhance tumor killing.,"if we knock out MGT2 in T cells, we see better tumor killing in vitro and in vivo",Screen for small molecule inhibitors of MGT2 or DEP5 using the computational spine to ensure minimal off-target T cell toxicity.
harnessing-the-power-of-the-immune-system-turning-cold-tumors-hot::fong::1,Larry Fong,UCSF / Fred Hutch,Harnessing the Power of the Immune System: Turning Cold Tumors Hot,combination_partner,high,"Combining A2A receptor antagonists (e.g., zafirlukast) with PD-1 blockade specifically in patients with high SPP1-high TAM signatures.","responders at baseline had really high levels of these SPP1 TAMs, whereas the non-responders did not",Develop a predictive biomarker panel for SPP1-high TAMs to stratify patients for A2A receptor antagonist combinations.
harnessing-the-power-of-the-immune-system-turning-cold-tumors-hot::fong::1,Larry Fong,UCSF / Fred Hutch,Harnessing the Power of the Immune System: Turning Cold Tumors Hot,resistance_mechanism_addressable,high,Targeting CXCR1/2 or IL-1beta to overcome neutrophil-mediated suppression in bone metastases.,"if we use a small molecule inhibitor of CXCR1 and 2, you can see enhancement of that anti-tumor response",Use the computational spine to identify the most potent CXCR2 inhibitors that minimize systemic neutrophil depletion while maximizing tumor-infiltrating neutrophil inhibition.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::1,Dr. Pickman,Children's Hospital Dana-Farber,hematological-malignancies-undruggable-targets-and-new-frontiers,biomarker_stratification_gap,high,Identify patients with GLIS2 rearrangements and JAK2 dependency to prospectively select ruxolitinib or next‑generation JAK inhibitors.,Work from Kim Stadlinger's group identified JAK2 dependency in GLIS2‑rearranged AML.,CrisPRO can integrate fusion detection with downstream pathway activation scores to flag JAK‑dependent cases for targeted therapy.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::1,Dr. Pickman,Children's Hospital Dana-Farber,hematological-malignancies-undruggable-targets-and-new-frontiers,resistance_mechanism_addressable,medium,"Target MAPK reactivation (e.g., RASA2 loss) that mediates resistance to JAK inhibition.",CRISPR screen identified RASA2 loss leading to ERK/MEK activation and ruxolitinib resistance.,CrisPRO can predict combinatorial vulnerabilities (JAK + MEK inhibition) based on synthetic lethal networks.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::1,Dr. Pickman,Children's Hospital Dana-Farber,hematological-malignancies-undruggable-targets-and-new-frontiers,platform_superiority_angle,high,Leverage macropinocytosis‑based nanobody drug conjugates to deliver payloads selectively to KRAS/NRAS‑mutant myeloma cells.,Monobody‑MMAE showed selective uptake and tumor shrinkage in KRAS/NRAS mutant myeloma mouse models.,CrisPRO's computational spine can model macropinocytosis‑driven delivery efficiency across RAS‑mutant subtypes.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::2,Dr. Jen Woyach,Ohio State University Comprehensive Cancer Center,hematological-malignancies-undruggable-targets-and-new-frontiers,biomarker_stratification_gap,high,Implement routine baseline and longitudinal BTK/PLCγ2 sequencing to guide upfront choice of covalent vs non‑covalent BTK inhibitor.,"Speaker noted that mutations can be detected 9–12 months prior to clinical relapse, suggesting a window for intervention.",CrisPRO can integrate NGS data with kinetic modeling to predict emergence of specific resistance mutations and recommend optimal sequencing.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::2,Dr. Jen Woyach,Ohio State University Comprehensive Cancer Center,hematological-malignancies-undruggable-targets-and-new-frontiers,resistance_mechanism_addressable,medium,Combine BTK inhibition with downstream MAPK pathway blockade to overcome RASA2‑loss mediated resistance.,CRISPR screen identified RASA2 loss leading to ERK/MEK activation and ruxolitinib resistance.,"CrisPRO can prioritize rational combination partners (e.g., BTK + MEK inhibitors) based on synthetic lethality networks."
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::2,Dr. Jen Woyach,Ohio State University Comprehensive Cancer Center,hematological-malignancies-undruggable-targets-and-new-frontiers,combination_partner,medium,Add BCL2 inhibitor venetoclax to BTK inhibitor regimens to delay emergence of BTK/PLCγ2 mutations.,Fixed‑duration ibrutinib + venetoclax trials showed low mutation rates at relapse.,CrisPRO can model clonal dynamics under dual inhibition to estimate remission durability.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::2,Dr. Jen Woyach,Ohio State University Comprehensive Cancer Center,hematological-malignancies-undruggable-targets-and-new-frontiers,trial_design_improvement,high,"Design MRD‑adapted, mutation‑guided BTK inhibitor trials that stop therapy when deep MRD is achieved and monitor ctDNA for early resistance.","Speaker discussed risk‑adapted, MRD‑adapted approaches and the need for serial mutation monitoring.",CrisPRO can simulate trial outcomes under different stopping rules and biomarker thresholds.
hematological-malignancies-undruggable-targets-and-new-frontiers::unknown::2,Dr. Jen Woyach,Ohio State University Comprehensive Cancer Center,hematological-malignancies-undruggable-targets-and-new-frontiers,failed_asset_salvage,low,Develop next‑generation BTK degraders that retain activity against A428D mutation.,"A428D mutation interferes with binding pocket of current degraders, representing a salvage target.",CrisPRO can perform in‑silico scaffold hopping to design degraders that accommodate A428D structural changes.
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::1,Dr. Amy Kramer,National Cancer Institute,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,biomarker_stratification_gap,high,Lack of a validated correlate of protection for HPV vaccine efficacy; CrisPRO could develop predictive models linking antibody titers to protection,"Speaker said: ""we do not have a correlate of protection, but lower antibody levels do not equate to inferior protection""",Use computational modeling of immunogenicity data to define protective thresholds for single‑dose regimens
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::1,Dr. Amy Kramer,National Cancer Institute,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,failed_asset_salvage,medium,Single‑dose data are inconclusive; CrisPRO could re‑analyze existing trial datasets to identify sub‑populations that benefit most,"Speaker said: ""our one‑dose group was small... we cannot overcome non‑randomized""",Apply machine‑learning to adjust for selection bias and extract efficacy signals
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::1,Dr. Amy Kramer,National Cancer Institute,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,trial_design_improvement,high,"Incorporate dynamic biomarkers (e.g., serial HPV DNA) into future single‑dose trials to reduce dilution risk",Speaker noted missing dynamic tracking in PRISMA trial design,Design adaptive trial simulations that integrate on‑treatment virologic data
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::2,Dr. Jane Montealegre,University of Texas MD Anderson Cancer Center,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,combination_partner,high,Partner with CrisPRO to embed predictive navigation algorithms that prioritize patients at highest risk of loss to follow‑up,"Speaker said: ""we still have a pretty big loss to follow‑up, 30%""",Use AI‑driven risk scoring to allocate navigation resources efficiently
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::2,Dr. Jane Montealegre,University of Texas MD Anderson Cancer Center,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,platform_superiority_angle,medium,"Develop point‑of‑care HPV self‑test that delivers immediate results, addressing the delay that leads to attrition","Speaker said: ""point of care testing is a huge area""",Leverage CrisPRO’s rapid assay integration pipeline to create a bedside HPV test
hpv-vaccination-and-self-sampling-for-cervical-cancer-prevention-and-early-detec::unknown::2,Dr. Jane Montealegre,University of Texas MD Anderson Cancer Center,HPV Vaccination and Self-Sampling for Cervical Cancer Prevention and Early Detection Globally and in Underserved Settings,biomarker_stratification_gap,high,"Identify molecular markers that predict which self‑sample positives will progress, allowing focused referral","Speaker noted: ""we need to ensure follow‑up for all patients with abnormal screening""",Apply machine‑learning to HPV genotype and viral load data to stratify risk
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::1,David Tuveson,Cold Spring Harbor Laboratory,human-cancer-models-from-patient-derived-systems-to-clinical-translation,biomarker_stratification_gap,high,"Develop a computational model to predict organoid establishment success from biopsy histology and molecular data, enabling pre‑selection of patients likely to benefit from PDO testing.","Speaker said: ""We want to be 80%, 90%... we fail a lot"" and ""the patients with better outcomes, we can't make the organoids""","CrisPRO can integrate imaging, genomic, and clinical features to generate a predictive score for PDO success, reducing trial dilution."
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::1,David Tuveson,Cold Spring Harbor Laboratory,human-cancer-models-from-patient-derived-systems-to-clinical-translation,platform_superiority_angle,medium,"Apply high‑content imaging‑based rapid pharmacotyping (30‑day readout) to replace ATP‑based assays, increasing throughput and reducing time‑to‑result.",Speaker demonstrated a microscopy‑based assay with correlation coefficient comparable to ATP readout and a median 30‑day turnaround.,CrisPRO’s image‑analysis pipeline can automate feature extraction and predict drug response faster than traditional assays.
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::2,Jeffrey Tyner,Oregon Health & Science University,human-cancer-models-from-patient-derived-systems-to-clinical-translation,resistance_mechanism_addressable,high,Use CrisPRO to model protein‑synthesis‑driven resistance in monocytic AML and predict combinatorial partners that overcome venetoclax resistance.,Speaker highlighted that monocyte‑like cells resist venetoclax via protein synthesis up‑regulation.,CrisPRO can simulate pathway flux changes and prioritize CDK4/6 or other inhibitors to counteract the resistance node.
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::2,Jeffrey Tyner,Oregon Health & Science University,human-cancer-models-from-patient-derived-systems-to-clinical-translation,trial_design_improvement,medium,Incorporate cell‑state biomarkers into future BEAT‑AML trials to stratify patients and reduce signal dilution.,Speaker noted that differentiation state governs response for 73 of 120 drugs tested.,CrisPRO can generate a composite cell‑state score for each patient to guide arm allocation.
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::3,Pier Paolo Claudio,University of Mississippi Medical Center,human-cancer-models-from-patient-derived-systems-to-clinical-translation,biomarker_stratification_gap,high,Develop a CrisPRO‑driven multi‑omics signature that combines CSC flow data with transcriptomics to better define resistant subpopulations.,"Speaker noted that ""the less malignant cultures need more care and consideration"" and that CSC markers are nonspecific.","CrisPRO can integrate flow cytometry, RNA‑seq, and drug response to generate a refined predictive model."
human-cancer-models-from-patient-derived-systems-to-clinical-translation::unknown::3,Pier Paolo Claudio,University of Mississippi Medical Center,human-cancer-models-from-patient-derived-systems-to-clinical-translation,combination_partner,medium,"Identify agents that specifically sensitize CSC‑enriched populations (e.g., protein synthesis inhibitors) to improve ChemoID‑guided regimens.",Speaker showed that fibroblasts increase drug resistance and that certain drugs are impervious to microenvironment effects.,CrisPRO can simulate microenvironment‑modulated drug response and prioritize combos that overcome fibroblast‑mediated resistance.
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::1,Tuva Pal,Vanderbilt,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,biomarker_stratification_gap,high,Need for computational models to stratify reduced penetrance BRCA variants beyond binary ClinVar labels,"Speaker said: ""we need a terminology that tells us we need to dig deeper when we see variants in ClinVar""",CrisPRO can integrate functional assay scores with population data to generate quantitative risk scores for hypomorphic variants
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::1,Tuva Pal,Vanderbilt,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,platform_superiority_angle,medium,Leverage large‑scale multiplexed functional assays (MAVEs) to identify intermediate activity variants,"Speaker said: ""functional studies... are trying to figure out what these variants are doing""",CrisPRO's variant activity modeling can prioritize variants for functional validation
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::2,Alvaro Monteiro,Moffitt Cancer Center,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,resistance_mechanism_addressable,high,Apply CrisPRO's computational spine to map intermediate activity scores to predicted cancer risk,"Speaker said: ""we need quantitative way to do functional analysis and map activity to risk""",CrisPRO can generate calibrated risk models by integrating functional scores with epidemiologic data
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::2,Alvaro Monteiro,Moffitt Cancer Center,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,trial_design_improvement,medium,Design prospective studies that enroll carriers of intermediate‑activity variants to validate risk predictions,"Speaker said: ""we lack calibrated thresholds to translate activity into clinical risk""",CrisPRO can stratify participants for such trials based on predicted risk tiers
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::3,Bryson Catona,Moffitt Cancer Center,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,biomarker_stratification_gap,high,"Develop a computational risk score for Lynch syndrome variants integrating functional, epidemiologic, and polygenic data","Speaker said: ""we need more variant‑specific cancer risk data""",CrisPRO can combine variant activity predictions with population risk to generate personalized surveillance recommendations
identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian::unknown::3,Bryson Catona,Moffitt Cancer Center,identification-and-management-of-reduced-penetrance-high-risk-cancer-gene-varian,trial_design_improvement,medium,Create a registry‑based trial that tests extended colonoscopy intervals for carriers of low‑risk MSH6 variants,"Speaker said: ""consider extending colonoscopy to the longest interval allowed (every three years) for this variant""",Use CrisPRO risk tiers to define inclusion criteria and monitor outcomes
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::1,Yuval Shaked,Technion,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,resistance_mechanism_addressable,high,Target BMP1‑driven ECM remodeling to overcome anti‑PD‑1 resistance,Speaker said: Blocking BMP1 in combination with anti‑PD‑1 can sensitize resistant tumors to therapy.,CrisPRO can model BMP1‑mediated collagen cross‑linking networks and predict combinatorial inhibition strategies that restore T‑cell access
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::1,Yuval Shaked,Technion,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,biomarker_stratification_gap,medium,Develop BMP1 plasma levels as a predictive biomarker for ICI response,"Speaker said: In head‑and‑neck SCC patients, almost all showed higher BMP1 after immunotherapy, but sample size was small and predictive value unclear.",CrisPRO can integrate longitudinal plasma proteomics with tumor‑microenvironment models to define BMP1 thresholds correlating with response
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::1,Yuval Shaked,Technion,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,platform_superiority_angle,medium,Leverage CrisPRO’s enzyme‑inhibitor payload design to create next‑generation ADCs with optimized linker chemistry for BMP1 inhibition,Speaker said: Current ADC uses a short‑half‑life BMP1 inhibitor requiring daily dosing; a more stable conjugate could improve efficacy.,CrisPRO can simulate linker‑payload stability and predict pharmacokinetic improvements for ADC optimization
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::2,Mitchell Fain,Fox Chase Cancer Center,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,resistance_mechanism_addressable,high,Target ARG1‑driven arginine depletion to restore NK cell function in aged metastatic niches,Speaker said: ARG1 inhibitor CB‑1158 significantly decreased liver colonization and increased NK cell infiltration in aged mice.,CrisPRO can simulate arginine metabolism networks and predict combinatorial regimens that pair ARG1 inhibition with NK‑cell activating agents
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::2,Mitchell Fain,Fox Chase Cancer Center,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,biomarker_stratification_gap,medium,Develop plasma ARG1 or SFRP1 levels as age‑adjusted biomarkers to select patients for ARG1‑targeted therapy,Speaker said: ARG1 was dramatically increased in aged lung fibroblasts and correlated with poorer survival in TCGA melanoma patients over 55.,CrisPRO can integrate transcriptomic and proteomic datasets to define cutoff values for ARG1‑high versus ARG1‑low cohorts
immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment::unknown::2,Mitchell Fain,Fox Chase Cancer Center,immune-and-stromal-reprogramming-across-the-tumor-micro-and-macroenvironment,combination_partner,medium,"Combine ARG1 inhibition with NK‑cell checkpoint blockade (e.g., anti‑TIGIT) to synergistically enhance anti‑metastatic immunity in elderly patients","Speaker said: ARG1 treatment increased PD1 and TIGIT expression on NK cells, indicating a checkpoint‑driven exhaustion phenotype.",CrisPRO can model dual inhibition of metabolic (ARG1) and checkpoint pathways to forecast additive efficacy
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::1,Sun Young Ra,Yonsei Cancer Center,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,biomarker_stratification_gap,high,"FGFR2 amplification is enriched in primary tumors of patients who later develop peritoneal metastasis, suggesting a targetable biomarker not currently used for site‑specific therapy.",Speaker said: FGFR2 has been showing more amplified in this peritoneum or the peritoneal mets patients.,CrisPRO could integrate spatial transcriptomics and FGFR2 copy‑number data to develop a predictive model for peritoneal spread and guide FGFR‑targeted intraperitoneal therapy.
immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases::unknown::1,Sun Young Ra,Yonsei Cancer Center,immune-genomic-mechanisms-and-treatment-of-peritoneal-metastases,combination_partner,medium,High fibroblast and CAF activity creates a physical barrier; targeting CAF‑mediated ECM could improve drug penetration.,Speaker said: fibroblasts are increased in peritoneal lesions and create dense ECM that blocks drug delivery.,CrisPRO can model CAF‑ECM networks to identify synergistic anti‑fibrotic agents to combine with intraperitoneal chemotherapy.
